bank,index,current_label,full_word_target,changed,literal_encoded_bytes,encode_ok,encode_error,width_ok,width_error,review_status
TT3A,78,Banana,Banana,False,6,True,,True,,verified or prior target
TT3A,79,Gabin,Gabin,False,5,True,,True,,verified or prior target
TT3A,80,DLN,Delon,True,5,True,,True,,verified or prior target
TT3A,81,BELMO,Belmondo,True,8,True,,True,,verified or prior target
TT3A,82,PHIL,Philippe,True,7,True,,True,,verified or prior target
TT3A,83,Truffaut,Truffaut,False,7,True,,True,,verified or prior target
TT3A,84,MONTY,Montgomery,True,9,True,,True,,verified or prior target
TT3A,85,PTTN,Patton,True,6,True,,True,,verified or prior target
TT3A,86,EISEN,Eisenhower,True,9,True,,True,,verified or prior target
TT3A,87,ROOSVLT,Roosevelt,True,8,True,,True,,verified or prior target
TT3A,88,CHRCHL,Churchill,True,8,True,,True,,verified or prior target
TT3A,89,MACARTH,MacArthur,True,8,True,,True,,verified or prior target
TT3A,90,Yes,Yes,False,4,True,,True,,verified or prior target
TT3A,91,No,No,False,3,True,,True,,verified or prior target
TT3A,92,BRM,Broom,True,5,True,,True,,verified or prior target
TT3A,93,Lamp,Lamp,False,4,True,,True,,verified or prior target
TT3A,94,WMN,Woman,True,5,True,,True,,verified or prior target
TT3B,0,SE,Look,True,4,True,,True,,verified or prior target
TT3B,1,Talk,Talk,False,4,True,,True,,verified or prior target
TT3B,2,GT,Take,True,4,True,,True,,verified or prior target
TT3B,3,Use,Use,False,4,True,,True,,verified or prior target
TT3B,4,Move,Move,False,4,True,,True,,verified or prior target
TT3B,5,Area,Area,False,4,True,,True,,verified or prior target
TT3B,6,Mill,Mill,False,4,True,,True,,verified or prior target
TT3B,7,SIM,Simon,True,5,True,,True,,verified or prior target
TT3B,8,Woman,Woman,False,5,True,,True,,verified or prior target
TT3B,9,Gun,Gun,False,4,True,,True,,verified or prior target
TT3B,10,Charm,Charm,False,5,True,,True,,verified or prior target
TT3B,11,Schmidt,Schmidt,False,7,True,,True,,verified or prior target
TT3B,12,Out,Out,False,4,True,,True,,verified or prior target
TT3B,13,Fight,Fight,False,5,True,,True,,verified or prior target
TT3B,14,Guard,Guard,False,5,True,,True,,verified or prior target
TT3B,15,Run,Run,False,4,True,,True,,verified or prior target
TT3B,16,AS,Ask,True,4,True,,True,,verified or prior target
TT3B,17,RD,Road,True,4,True,,True,,verified or prior target
TT3B,18,TX,Text,True,4,True,,True,,verified or prior target
TT3B,19,Hitler,Hitler,False,6,True,,True,,verified or prior target
TT3B,20,Cougar,Cougar,False,6,True,,True,,verified or prior target
TT1B,0,Look,Look,False,4,True,,True,,verified or prior target
TT1B,1,Talk,Talk,False,4,True,,True,,verified or prior target
TT1B,2,Move,Move,False,4,True,,True,,verified or prior target
TT1B,3,Sky,Sky,False,4,True,,True,,verified or prior target
TT1B,4,Area,Area,False,4,True,,True,,verified or prior target
TT1B,5,Museum,Museum,False,6,True,,True,,verified or prior target
TT1B,6,Sign,Sign,False,4,True,,True,,verified or prior target
TT1B,7,Body,Body,False,5,True,,True,,verified or prior target
TT1B,8,East,East,False,4,True,,True,,verified or prior target
TT1B,9,West,West,False,4,True,,True,,verified or prior target
TT1B,10,Use,Use,False,4,True,,True,,verified or prior target
TT1B,11,Fight,Fight,False,5,True,,True,,verified or prior target
TT1B,12,Poke,Poke,False,4,True,,True,,verified or prior target
TT1B,13,Walk,Walk,False,4,True,,True,,verified or prior target
TT1B,14,Pot,Pot,False,4,True,,True,,verified or prior target
TT1B,15,Case,Case,False,4,True,,True,,verified or prior target
TT1B,16,Room,Room,False,4,True,,True,,verified or prior target
TT1B,17,Girl,Girl,False,5,True,,True,,verified or prior target
TT1B,18,Fiend,Fiend,False,5,True,,True,,verified or prior target
TT1B,19,Charm,Charm,False,5,True,,True,,verified or prior target
TT1B,20,Hold,Hold,False,4,True,,True,,verified or prior target
TT1B,21,Hug,Hug,False,4,True,,True,,verified or prior target
TT1B,22,Smile,Smile,False,5,True,,True,,verified or prior target
TT1B,23,Praise,Praise,False,6,True,,True,,verified or prior target
TT1B,24,Yell,Yell,False,4,True,,True,,verified or prior target
TT1B,25,Eyes,Eyes,False,4,True,,True,,verified or prior target
TT1B,26,Nose,Nose,False,4,True,,True,,verified or prior target
TT1B,27,Ears,Ears,False,4,True,,True,,verified or prior target
TT1B,28,Chest,Chest,False,5,True,,True,,verified or prior target
TT1B,29,Man,Man,False,4,True,,True,,verified or prior target
TT1B,30,Map,Map,False,4,True,,True,,verified or prior target
TT1B,31,North,North,False,5,True,,True,,verified or prior target
TT1B,32,House,House,False,5,True,,True,,verified or prior target
TT1B,33,Plate,Plate,False,5,True,,True,,verified or prior target
TT1B,34,Call,Call,False,4,True,,True,,verified or prior target
TT1B,35,News,News,False,4,True,,True,,verified or prior target
TT1B,36,Lens,Lens,False,4,True,,True,,verified or prior target
TT1B,37,Picture,Picture,False,7,True,,True,,verified or prior target
TT1B,38,Elder,Elder,False,5,True,,True,,verified or prior target
TT1B,39,Out,Out,False,4,True,,True,,verified or prior target
TT1B,40,Land,Land,False,4,True,,True,,verified or prior target
TT1B,41,Go,Go,False,3,True,,True,,verified or prior target
TT1B,42,Back,Back,False,5,True,,True,,verified or prior target
TT1B,43,Simon,Simon,False,5,True,,True,,verified or prior target
TT1B,44,In,In,False,3,True,,True,,verified or prior target
TT1B,45,Ask,Ask,False,4,True,,True,,verified or prior target
TT1B,46,Church,Church,False,6,True,,True,,verified or prior target
TT1B,47,Priest,Priest,False,6,True,,True,,verified or prior target
TT1B,48,Member,Member,False,6,True,,True,,verified or prior target
TT1B,49,Sermon,Sermon,False,6,True,,True,,verified or prior target
TT1B,50,Devil,Devil,False,5,True,,True,,verified or prior target
TT1B,51,Belt,Belt,False,5,True,,True,,verified or prior target
TT1B,52,Run,Run,False,4,True,,True,,verified or prior target
TT2,0,SE,Look,True,4,True,,True,,verified or prior target
TT2,1,Talk,Talk,False,4,True,,True,,verified or prior target
TT2,2,GT,Take,True,4,True,,True,,verified or prior target
TT2,3,Use,Use,False,4,True,,True,,verified or prior target
TT2,4,AS,Ask,True,4,True,,True,,verified or prior target
TT2,5,SN,Smell,True,5,True,,True,,verified or prior target
TT2,6,Move,Move,False,4,True,,True,,verified or prior target
TT2,7,In,In,False,3,True,,True,,verified or prior target
TT2,8,Pierre,Pierre,False,6,True,,True,,verified or prior target
TT2,9,BOD,Body,True,5,True,,True,,verified or prior target
TT2,10,GLS,Glass,True,5,True,,True,,verified or prior target
TT2,11,Wine,Wine,False,4,True,,True,,verified or prior target
TT2,12,Empty,Empty,False,5,True,,True,,verified or prior target
TT2,13,DR,Drink,True,5,True,,True,,verified or prior target
TT2,14,RB,Robe,True,4,True,,True,,verified or prior target
TT2,15,KY,Key,True,4,True,,True,,verified or prior target
TT2,16,Out,Out,False,4,True,,True,,verified or prior target
TT2,17,Data,Data,False,4,True,,True,,verified or prior target
TT2,18,Walk,Walk,False,4,True,,True,,verified or prior target
TT2,19,Area,Area,False,4,True,,True,,verified or prior target
TT2,20,Sign,Sign,False,4,True,,True,,verified or prior target
TT2,21,Post,Post,False,4,True,,True,,verified or prior target
TT2,22,BT,Bottle,True,6,True,,True,,verified or prior target
TT2,23,On,Wear,True,4,True,,True,,verified or prior target
TT2,24,Of,Remove,True,6,True,,True,,verified or prior target
TT2,25,Man,Man,False,4,True,,True,,verified or prior target
TT2,26,DAM,Damascus,True,7,True,,True,,verified or prior target
TT2,27,JERUS,Jerusalem,True,8,True,,True,,verified or prior target
TT2,28,CRI,Crimea,True,6,True,,True,,reviewed: くりみあ
TT2,29,100,Hundred Years,True,11,True,,True,,verified or prior target
TT2,30,PAC,Pacific,True,7,True,,True,,reviewed: たいへいよう
TT2,31,MER,Merchants,True,8,True,,True,,verified or prior target
TT2,32,COM,Commoners,True,8,True,,True,,verified or prior target
TT2,33,ACT,Actors,True,6,True,,True,,reviewed: げいにん
TT2,34,CRK,Criminals,True,9,True,,True,,reviewed: ざいにん
TT2,35,GDE,Guild,True,5,True,,True,,verified or prior target
TT2,36,ZOI,Zois,True,5,True,,True,,reviewed: retained established romanization
TT2,37,GEL,Geld,True,5,True,,True,,reviewed: ゲルド
TT2,38,GLD,Guild,True,5,True,,True,,reviewed: ぎるど
TT2,39,OID,Oido,True,5,True,,True,,reviewed: おいど
TT2,40,VINCI,da Vinci,True,7,True,,True,,verified or prior target
TT2,41,CST,Lacoste,True,7,True,,True,,reviewed: ら・こすて
TT2,42,PAL,De Palma,True,8,True,,True,,reviewed: で・ぱるま
TT2,43,NIRO,Nero,True,4,True,,True,,verified or prior target
TT2,44,DAN,Dante,True,5,True,,True,,verified or prior target
TT2,45,THA,U Thant,True,7,True,,True,,reviewed: う・たんと
TT2,46,TLS,Tools,True,5,True,,True,,reviewed: どうぐ
TT2,47,Move,Move,False,4,True,,True,,verified or prior target
TT2,48,BOX,Box,True,4,True,,True,,verified or prior target
TT2,49,Chino,Chino,False,5,True,,True,,verified or prior target
TT2,50,Gordo,Gordo,False,5,True,,True,,verified or prior target
TT2,51,WT,White,True,5,True,,True,,verified or prior target
TT2,52,No,No,False,3,True,,True,,verified or prior target
TT2,53,Lugot,Lugot,False,5,True,,True,,verified or prior target
TT2,54,Yes,Yes,False,4,True,,True,,verified or prior target
TT2,55,No,No,False,3,True,,True,,verified or prior target
TT2,56,AL,All,True,4,True,,True,,verified or prior target
TT2,57,Guard,Guard,False,5,True,,True,,verified or prior target
TT2,58,Crowd,Crowd,False,5,True,,True,,verified or prior target
TT2,59,BLD,Building,True,8,True,,True,,verified or prior target
TT2,60,Jail,Jail,False,5,True,,True,,verified or prior target
TT2,61,TN,Town,True,4,True,,True,,verified or prior target
TT2,62,Jail,Jail,False,5,True,,True,,verified or prior target
TT2,63,WMN,Woman,True,5,True,,True,,verified or prior target
TT2,64,CEL,Cell,True,4,True,,True,,verified or prior target
TT2,65,Bishop,Bishop,False,6,True,,True,,verified or prior target
TT2,66,Jeanne,Jeanne,False,6,True,,True,,verified or prior target
TT2,67,Rope,Rope,False,4,True,,True,,verified or prior target
TT2,68,Lamp,Lamp,False,4,True,,True,,verified or prior target
TT2,69,Cell,Cell,False,4,True,,True,,verified or prior target
T22,0,Look,Look,False,4,True,,True,,verified or prior target
T22,1,Talk,Talk,False,4,True,,True,,verified or prior target
T22,2,Use,Use,False,4,True,,True,,verified or prior target
T22,3,AS,Ask,True,4,True,,True,,verified or prior target
T22,4,Move,Move,False,4,True,,True,,verified or prior target
T22,5,Baron,Baron,False,5,True,,True,,verified or prior target
T22,6,Jailer,Jailer,False,6,True,,True,,verified or prior target
T22,7,WMN,Woman,True,5,True,,True,,verified or prior target
T22,8,RB,Robe,True,4,True,,True,,verified or prior target
T22,9,KY,Key,True,4,True,,True,,verified or prior target
T22,10,PACT,Pact,True,4,True,,True,,verified or prior target
T22,11,Of,Remove,True,6,True,,True,,verified or prior target
T22,12,CEL,Cell,True,4,True,,True,,verified or prior target
T22,13,Out,Out,False,4,True,,True,,verified or prior target
T22,14,GT,Take,True,4,True,,True,,verified or prior target
T22,15,PS,Passage,True,7,True,,True,,verified or prior target
T22,16,In,In,False,3,True,,True,,verified or prior target
T22,17,Chino,Chino,False,5,True,,True,,verified or prior target
T22,18,WL,Well,True,4,True,,True,,verified or prior target
T22,19,Rope,Rope,False,4,True,,True,,verified or prior target
T22,20,HL,Hill,True,4,True,,True,,verified or prior target
T22,21,JAL,Jail,True,5,True,,True,,verified or prior target
T22,22,Open,Open,False,4,True,,True,,verified or prior target
T22,23,B,Box,True,4,True,,True,,reviewed: はこ
T22,24,PPR,Paper,True,5,True,,True,,verified or prior target
T22,25,BCK,Back,True,5,True,,True,,verified or prior target
T22,26,Scaffold,Scaffold,False,7,True,,True,,verified or prior target
T22,27,Jeanne,Jeanne,False,6,True,,True,,verified or prior target
T22,28,Bishop,Bishop,False,6,True,,True,,verified or prior target
T22,29,Lugot,Lugot,False,5,True,,True,,verified or prior target
T22,30,Crowd,Crowd,False,5,True,,True,,verified or prior target
T22,31,PRIS,Prison,True,6,True,,True,,verified or prior target
T22,32,Move,Move,False,4,True,,True,,verified or prior target
TT6C,0,SE,Look,True,4,True,,True,,verified or prior target
TT6C,1,D,Down,True,4,True,,True,,verified or prior target
TT6C,2,Leap,Leap,False,4,True,,True,,verified or prior target
TT6C,3,GT,Take,True,4,True,,True,,verified or prior target
TT6C,4,JR,Jar,True,4,True,,True,,verified or prior target
TT6C,5,Talk,Talk,False,4,True,,True,,verified or prior target
TT6C,6,AS,Ask,True,4,True,,True,,verified or prior target
TT6C,7,Eat,Eat,False,4,True,,True,,verified or prior target
TT6C,8,Use,Use,False,4,True,,True,,verified or prior target
TT6C,9,Room,Room,False,4,True,,True,,verified or prior target
TT6C,10,JOS,Joseph,True,6,True,,True,,verified or prior target
TT6C,11,Mary,Mary,False,4,True,,True,,verified or prior target
TT6C,12,B,Baby,True,5,True,,True,,verified or prior target
TT6C,13,Men,Men,False,4,True,,True,,verified or prior target
TT6C,14,MY BOD,My body,True,7,True,,True,,verified or prior target
TT6C,15,KSH,Kashim,True,6,True,,True,,verified or prior target
TT6C,16,BOD,Body,True,5,True,,True,,verified or prior target
TT6C,17,TBELT,Time Belt,True,8,True,,True,,verified or prior target
TT6C,18,Move,Move,False,4,True,,True,,verified or prior target
TT6C,19,Open,Open,False,4,True,,True,,verified or prior target
TT6C,20,Move,Move,False,4,True,,True,,verified or prior target
TT6C,21,Area,Area,False,4,True,,True,,verified or prior target
TT6C,22,GND,Ground,True,6,True,,True,,verified or prior target
TT6C,23,HL,Hill,True,4,True,,True,,verified or prior target
TT6C,24,PNL,Panel,True,5,True,,True,,verified or prior target
TT6C,25,YS,Yes,True,4,True,,True,,verified or prior target
TT6C,26,LD,Lid,True,4,True,,True,,verified or prior target
TT6C,27,N,North,True,5,True,,True,,verified or prior target
TT6C,28,East,East,False,4,True,,True,,verified or prior target
TT6C,29,W,West,True,4,True,,True,,verified or prior target
TT6C,30,S,South,True,5,True,,True,,verified or prior target
TT6C,31,RD,Road,True,4,True,,True,,verified or prior target
TT6C,32,Bones,Bones,False,5,True,,True,,verified or prior target
TT6C,33,P,Paper,True,5,True,,True,,verified or prior target
TT6C,34,TX,Text,True,4,True,,True,,verified or prior target
TT6C,35,OT,Outside,True,7,True,,True,,verified or prior target
TT6C,36,4,Four,True,4,True,,True,,verified or prior target
TT6C,37,5,Five,True,4,True,,True,,verified or prior target
TT6C,38,6,Six,True,4,True,,True,,verified or prior target
TT6C,39,7,Seven,True,5,True,,True,,verified or prior target
TT6C,40,Cougar,Cougar,False,6,True,,True,,verified or prior target
TT6C,41,Ruger,Ruger,False,5,True,,True,,verified or prior target
TT6C,42,Hauer,Hauer,False,5,True,,True,,verified or prior target
TT6C,43,Berger,Berger,False,6,True,,True,,verified or prior target
TT6C,44,GLZR,Glazier,True,7,True,,True,,verified or prior target
TT6C,45,SMT,Blacksmith,True,9,True,,True,,verified or prior target
TT6C,46,TAVN,Tavern,True,6,True,,True,,verified or prior target
TT6C,47,TLR,Tailor,True,6,True,,True,,verified or prior target
TT6C,48,CATH,Catherine,True,8,True,,True,,verified or prior target
TT6C,49,MYLEN,Mylene,True,6,True,,True,,reviewed: みれーぬ
TT6C,50,LRA,Laura,True,5,True,,True,,reviewed: ろーら
TT6C,51,ISABL,Isabel,True,6,True,,True,,verified or prior target
TT6C,52,MOROC,Morocco,True,7,True,,True,,verified or prior target
TT6C,53,REBEC,Rebecca,True,7,True,,True,,verified or prior target
TT6C,54,Bread,Bread,False,5,True,,True,,verified or prior target
TT6C,55,TRAD,Trader,True,6,True,,True,,verified or prior target
TT6C,56,AUST,Austria,True,7,True,,True,,verified or prior target
TT6C,57,FRAN,France,True,6,True,,True,,verified or prior target
TT6C,58,SWIS,Switzerland,True,10,True,,True,,verified or prior target
TT6C,59,BELG,Belgium,True,7,True,,True,,verified or prior target
TT6C,60,PLANT,Plantain,True,7,True,,True,,verified or prior target
TT6C,61,Amacha,Amacha,False,6,True,,True,,verified or prior target
TT6C,62,DOKU,Fish mint,True,8,True,,True,,verified or prior target
TT6C,63,SENBR,Swertia,True,7,True,,True,,verified or prior target
TT6C,64,DAEDL,Daedalus,True,7,True,,True,,verified or prior target
TT6C,65,CENTA,Centaur,True,7,True,,True,,verified or prior target
TT6C,66,ATL,Atlas,True,5,True,,True,,verified or prior target
TT6C,67,CERBR,Cerberus,True,7,True,,True,,verified or prior target
TT6C,68,Fred,Fred,False,4,True,,True,,verified or prior target
TT6C,69,Bob,Bob,False,4,True,,True,,verified or prior target
TT6C,70,TM,Tom,True,4,True,,True,,reviewed: とむ
TT6C,71,JM,Jim,True,4,True,,True,,reviewed: じむ
TT6C,72,SRW,Serow,True,5,True,,True,,verified or prior target
TT6C,73,COY,Coyote,True,6,True,,True,,verified or prior target
TT6C,74,REIN,Reindeer,True,7,True,,True,,verified or prior target
TT6C,75,Puma,Puma,False,4,True,,True,,verified or prior target
TT6C,76,Gold,Gold,False,5,True,,True,,verified or prior target
TT6C,77,Silver,Silver,False,6,True,,True,,verified or prior target
TT6C,78,Copper,Copper,False,6,True,,True,,verified or prior target
TT6C,79,Tin,Tin,False,4,True,,True,,verified or prior target
TT6C,80,MAGDA,Magdala,True,7,True,,True,,verified or prior target
TT6C,81,NZR,Nazareth,True,7,True,,True,,verified or prior target
TT6C,82,BETH,Bethlehem,True,8,True,,True,,verified or prior target
TT6C,83,JERUS,Jerusalem,True,8,True,,True,,verified or prior target
TT6C,84,BISH,Bishop,True,6,True,,True,,verified or prior target
TT6C,85,Meyer,Meyer,False,5,True,,True,,verified or prior target
TT6C,86,Hitler,Hitler,False,6,True,,True,,verified or prior target
TT6C,87,Nick,Nick,False,4,True,,True,,verified or prior target
TT6C,88,JEAN,Jeanne,True,6,True,,True,,verified or prior target
TT6C,89,ALEX,Alexander,True,8,True,,True,,verified or prior target
TT6C,90,LINC,Lincoln,True,7,True,,True,,verified or prior target
TT6C,91,Left,Left,False,4,True,,True,,verified or prior target
TT6C,92,Up,Up,False,3,True,,True,,verified or prior target
TT6C,93,R,Right,True,5,True,,True,,verified or prior target
TT6B,0,SE,Look,True,4,True,,True,,verified or prior target
TT6B,1,AS,Ask,True,4,True,,True,,verified or prior target
TT6B,2,SM,Smell,True,5,True,,True,,verified or prior target
TT6B,3,Hold,Hold,False,4,True,,True,,verified or prior target
TT6B,4,Move,Move,False,4,True,,True,,verified or prior target
TT6B,5,Area,Area,False,4,True,,True,,verified or prior target
TT6B,6,JOS,Joseph,True,6,True,,True,,verified or prior target
TT6B,7,Mary,Mary,False,4,True,,True,,verified or prior target
TT6B,8,BOD,Body,True,5,True,,True,,verified or prior target
TT6B,9,SL,Soil,True,4,True,,True,,verified or prior target
TT6B,10,GLR,Glare,True,5,True,,True,,verified or prior target
TT6B,11,Yell,Yell,False,4,True,,True,,verified or prior target
TT6B,12,Tongue,Tongue,False,6,True,,True,,verified or prior target
TT6B,13,Wink,Wink,False,4,True,,True,,verified or prior target
TT6B,14,Talk,Talk,False,4,True,,True,,verified or prior target
TT6B,15,Eat,Eat,False,4,True,,True,,verified or prior target
TT6B,16,Tent,Tent,False,4,True,,True,,verified or prior target
TT6B,17,Camel,Camel,False,5,True,,True,,verified or prior target
TT6B,18,Men,Men,False,4,True,,True,,verified or prior target
TT6B,19,N,North,True,5,True,,True,,verified or prior target
TT6B,20,East,East,False,4,True,,True,,verified or prior target
TT6B,21,W,West,True,4,True,,True,,verified or prior target
TT6B,22,S,South,True,5,True,,True,,verified or prior target
TT6B,23,FWD,Forward,True,7,True,,True,,verified or prior target
TT6B,24,BCK,Back,True,5,True,,True,,verified or prior target
TT6B,25,Fight,Fight,False,5,True,,True,,verified or prior target
TT6B,26,Walk,Walk,False,4,True,,True,,verified or prior target
TT6B,27,Room,Room,False,4,True,,True,,verified or prior target
TT6B,28,TRGH,Trough,True,6,True,,True,,verified or prior target
TT6B,29,HR,Horse,True,5,True,,True,,verified or prior target
TT6B,30,Sheep,Sheep,False,5,True,,True,,verified or prior target
TT6B,31,Cow,Cow,False,4,True,,True,,verified or prior target
TT6B,32,Dung,Dung,False,4,True,,True,,verified or prior target
TT6B,33,WIS,Wisdom,True,6,True,,True,,verified or prior target
TT6B,34,KNOW,Knowledge,True,8,True,,True,,verified or prior target
TT6B,35,Isis,Isis,False,4,True,,True,,verified or prior target
TT6B,36,BAL,Baal,True,5,True,,True,,verified or prior target
TT6B,37,JHV,Jehovah,True,7,True,,True,,verified or prior target
TT6B,38,Iraq,Iraq,False,4,True,,True,,verified or prior target
TT6B,39,JORDN,Jordan,True,6,True,,True,,verified or prior target
TT6B,40,SYR,Syria,True,5,True,,True,,verified or prior target
TT6B,41,Egypt,Egypt,False,5,True,,True,,verified or prior target
TT6B,42,David,David,False,5,True,,True,,verified or prior target
TT6B,43,SOLO,Solomon,True,7,True,,True,,verified or prior target
TT6B,44,SAM,Samson,True,6,True,,True,,verified or prior target
TT6B,45,JAC,Jacob,True,5,True,,True,,verified or prior target
TT6B,46,ISC,Isaac,True,5,True,,True,,verified or prior target
TT6B,47,SADM,Saddam,True,6,True,,True,,verified or prior target
TT6B,48,ABRAM,Abraham,True,7,True,,True,,verified or prior target
TT6B,49,SATN,Satan,True,5,True,,True,,verified or prior target
TT6B,50,CST,Christ,True,6,True,,True,,verified or prior target
TT6B,51,ZORO,Zoroaster,True,8,True,,True,,verified or prior target
TT6B,52,Oil,Oil,False,4,True,,True,,verified or prior target
TT6B,53,Hay,Hay,False,4,True,,True,,verified or prior target
TT6B,54,Wag,Wag,False,4,True,,True,,verified or prior target
TT6B,55,Fleas,Fleas,False,5,True,,True,,verified or prior target
TT6B,56,Hug,Hug,False,4,True,,True,,verified or prior target
TT6B,57,Smile,Smile,False,5,True,,True,,verified or prior target
TT6B,58,PRSE,Praise,True,6,True,,True,,verified or prior target
TT6B,59,Hoof,Hoof,False,4,True,,True,,verified or prior target
TT6B,60,Tail,Tail,False,4,True,,True,,verified or prior target
TT6B,61,Mane,Mane,False,4,True,,True,,verified or prior target
TT6A,0,SE,Look,True,4,True,,True,,verified or prior target
TT6A,1,AS,Ask,True,4,True,,True,,verified or prior target
TT6A,2,SM,Smell,True,5,True,,True,,verified or prior target
TT6A,3,Hold,Hold,False,4,True,,True,,verified or prior target
TT6A,4,Move,Move,False,4,True,,True,,verified or prior target
TT6A,5,Area,Area,False,4,True,,True,,verified or prior target
TT6A,6,SK,Sky,True,4,True,,True,,verified or prior target
TT6A,7,BOD,Body,True,5,True,,True,,verified or prior target
TT6A,8,Joseph,Joseph,False,6,True,,True,,verified or prior target
TT6A,9,Nod,Nod,False,4,True,,True,,verified or prior target
TT6A,10,Turn,Turn,False,4,True,,True,,verified or prior target
